Wind_turbine_name,Date_time,P_avg,Rs_avg,Gb1t_avg,Gb2t_avg,Gost_avg,Git_avg,Yt_avg,Ot_avg,Ws_avg,Wa_avg
R80711,1/10/2017 23:30,114.43,10.16,59.740002,58.869999,53.509998,52.779999,25.200001,3.4200001,4.73,254.22
R80711,1/10/2017 23:40,90.010002,9.6499996,59.84,58.799999,53.610001,52.93,25.639999,3.6400001,4.5700002,252.84
R80711,1/10/2017 23:50,161.11,11.03,60.470001,59.919998,53.869999,53.049999,25.77,3.5899999,5.1199999,253.75
R80711,1/11/2017 0:00,189.69,11.51,61.349998,61.939999,54.389999,53.77,16.51,3.54,5.52,252.5
R80711,1/11/2017 0:10,141.58,10.69,61.16,61.799999,54.540001,53.77,12.78,3.29,5.46,249.34
R80711,1/11/2017 0:20,136.52,10.57,60.540001,60.689999,54.41,53.450001,11.74,3.3099999,5.5300002,246.24001
R80711,1/11/2017 0:30,204.23,11.73,61.07,61.919998,54.610001,53.240002,17.809999,3.3,5.75,248.12
R80711,1/11/2017 0:40,157.25,10.93,61.560001,62.009998,54.810001,53.560001,21.139999,3.21,5.27,251.28999
R80711,1/11/2017 0:50,89.029999,9.6300001,60.720001,60.009998,54.66,52.990002,22.42,3.22,4.9200001,248.35001
R80711,1/11/2017 1:00,103.11,9.9200001,60.459999,59.610001,54.630001,53.060001,23.23,3.05,5.2399998,244.92999
R80711,1/11/2017 1:10,144.77,10.73,60.880001,60.57,54.790001,53.669998,23.85,3.4100001,5.0799999,234.2
R80711,1/11/2017 1:20,128.97,10.45,61.369999,61.23,54.990002,53.93,24.58,3.49,4.8600001,235.00999
R80711,1/11/2017 1:30,204.94,11.64,61.799999,61.790001,55.240002,54.169998,25.42,3.51,5.3800001,233.89999
R80711,1/11/2017 1:40,300.66,13.05,63.880001,64.949997,56.049999,55.07,26.23,3.52,6.0,238.25999
R80711,1/11/2017 2:30,255.73,12.48,67.160004,67.699997,59.040001,58.360001,18.35,3.3499999,5.5700002,231.02
R80711,1/12/2017 6:20,254.86,12.45,66.849998,67.809998,58.77,57.529999,24.67,4.0999999,5.8400002,247.46001
R80711,1/12/2017 6:30,223.16,11.94,66.010002,66.660004,58.790001,57.560001,25.299999,4.1500001,5.6399999,244.95
R80711,1/12/2017 6:40,241.66,12.22,65.610001,66.309998,58.860001,57.630001,25.66,4.1100001,5.8299999,242.63
R80711,1/12/2017 13:10,267.14001,12.57,63.09,65.410004,55.990002,50.82,22.68,5.0100002,5.9699998,201.47
R80711,1/12/2017 13:20,254.60001,12.44,61.860001,63.869999,55.66,53.959999,15.09,5.0,5.7800002,203.10001
R80711,1/12/2017 13:30,247.64,12.26,63.23,64.660004,56.540001,55.77,12.96,5.0,5.73,200.95
R80711,1/14/2017 12:10,237.42999,12.07,61.220001,64.029999,55.59,50.25,22.23,1.38,5.3099999,266.54001
R80711,1/14/2017 12:30,254.8,12.39,63.290001,65.029999,56.23,55.18,24.08,1.4299999,5.52,265.17999
R80711,1/14/2017 14:00,242.10001,12.19,63.099998,65.919998,57.400002,51.529999,21.34,1.39,5.8699999,249.03999
R80711,1/14/2017 14:10,257.01001,12.33,60.419998,63.330002,56.049999,50.669998,21.370001,1.71,5.98,242.96001
R80711,1/14/2017 14:30,300.31,12.96,61.279999,64.540001,55.259998,51.259998,21.85,1.45,5.6900001,243.11
R80711,1/14/2017 18:40,256.64999,12.36,61.77,63.860001,56.029999,54.740002,9.5100002,-0.38999999,5.7800002,267.70001
R80711,1/14/2017 18:50,262.54999,12.39,62.610001,64.459999,56.619999,55.41,11.73,-0.40000001,5.71,268.39001
R80711,1/14/2017 19:20,225.57001,11.97,65.290001,66.489998,58.040001,56.84,22.35,-0.18000001,5.3299999,266.62
R80711,1/14/2017 19:30,249.2,12.29,64.800003,65.769997,58.060001,56.799999,23.32,-0.11,5.6100001,266.57999
R80711,1/14/2017 21:30,260.10001,12.43,62.16,64.910004,55.720001,51.16,24.1,0.28999999,5.46,287.45999
R80711,1/14/2017 21:40,241.17999,12.23,61.470001,63.610001,55.540001,53.25,24.85,0.30000001,5.46,291.14999
R80711,1/14/2017 22:00,297.92001,12.91,65.400002,66.709999,57.529999,56.639999,21.73,0.25999999,5.75,290.94
R80711,1/14/2017 22:50,298.56,12.92,66.730003,68.059998,59.169998,57.869999,21.82,-0.1,5.6300001,302.53
R80711,1/14/2017 23:00,281.01001,12.53,66.919998,68.279999,59.490002,58.279999,23.07,-0.039999999,5.4299998,303.44
R80711,1/14/2017 23:10,181.39,11.21,65.349998,65.910004,59.189999,58.009998,23.540001,-0.01,5.0599999,299.01001
R80711,1/14/2017 23:50,266.12,12.55,62.959999,65.650002,57.360001,52.18,23.33,-0.19,5.4400001,301.01999
R80711,1/15/2017 0:40,236.16,12.14,62.009998,64.190002,55.41,52.689999,23.690001,-0.31,5.4299998,297.23001
R80711,1/15/2017 0:50,199.50999,11.58,63.16,64.239998,56.220001,55.080002,25.15,-0.23,5.4400001,293.60999
R80711,1/15/2017 1:00,108.47,10.0,62.400002,62.290001,56.150002,54.759998,25.5,-0.38,5.3299999,285.47
R80711,1/15/2017 1:10,121.68,10.27,62.0,61.919998,56.189999,55.299999,19.040001,-0.41,5.27,289.75
R80711,1/15/2017 1:20,59.509998,9.29,60.68,60.849998,55.98,55.200001,11.13,-0.33000001,4.27,297.03
R80711,1/15/2017 1:30,40.830002,9.2299995,59.09,59.049999,55.57,54.689999,8.9899998,-0.41,4.23,292.29999
R80711,1/15/2017 2:40,128.95,10.4,57.09,57.279999,53.310001,52.5,21.34,-0.5,4.79,277.57999
R80711,1/15/2017 2:50,109.53,10.01,58.700001,58.709999,53.580002,52.689999,21.67,-0.5,4.52,269.85001
R80711,1/15/2017 3:00,141.63,10.61,59.610001,59.66,53.810001,52.75,22.129999,-0.49000001,4.8400002,261.17001
R80711,1/15/2017 3:10,184.42999,11.34,60.41,60.73,54.07,52.970001,22.75,-0.5,4.9400001,265.07999
R80711,1/15/2017 3:20,247.38,12.26,61.91,62.939999,54.68,53.700001,23.34,-0.5,5.3600001,275.31
R80711,1/15/2017 4:00,288.12,12.82,66.099998,67.040001,57.27,56.130001,25.48,-0.44,5.8299999,285.69
R80711,1/15/2017 4:10,240.66,12.17,65.589996,66.260002,57.48,56.34,25.879999,-0.40000001,5.4299998,284.59
R80711,1/15/2017 4:30,185.56,11.36,65.18,65.68,57.849998,56.669998,26.52,-0.37,5.46,279.70001
R80711,1/15/2017 4:40,216.38,11.83,64.870003,65.459999,57.939999,56.790001,26.59,-0.28999999,5.3800001,286.07999
R80711,1/15/2017 4:50,204.12,11.63,64.82,65.459999,58.09,57.009998,25.639999,-0.27000001,5.4099998,284.45999
R80711,1/15/2017 5:00,179.05,11.21,64.230003,65.160004,58.150002,57.330002,13.6,-0.41,5.3899999,282.67001
R80711,1/15/2017 5:10,170.42,11.06,63.59,64.959999,58.139999,57.130001,9.7700005,-0.5,5.1799998,284.72
R80711,1/15/2017 5:20,219.22,11.79,63.189999,64.730003,57.990002,56.599998,10.39,-0.66000003,5.1799998,293.29001
R80711,1/15/2017 5:30,172.3,11.07,63.360001,64.639999,57.939999,56.580002,17.1,-0.67000002,5.04,288.26999
R80711,1/15/2017 5:40,137.17999,10.52,63.189999,63.880001,57.84,56.509998,19.74,-0.61000001,4.9499998,285.19
R80711,1/15/2017 5:50,186.34,11.32,63.119999,63.810001,57.82,56.52,21.139999,-0.69,5.02,289.10999
R80711,1/15/2017 6:10,287.79999,12.75,66.190002,67.529999,59.0,57.720001,23.950001,-0.76999998,5.5700002,281.79001
R80711,1/15/2017 6:20,131.32001,10.44,65.480003,66.07,58.990002,57.919998,24.42,-0.67000002,4.5700002,291.91
R80711,1/15/2017 6:30,126.43,10.35,63.98,63.75,58.689999,57.599998,24.629999,-0.61000001,4.71,303.92999
R80711,1/15/2017 6:40,268.06,12.46,64.910004,65.919998,59.049999,57.950001,25.26,-0.69999999,5.3899999,296.51999
R80711,1/15/2017 6:50,182.62,11.18,65.919998,67.029999,59.450001,58.459999,25.9,-0.67000002,4.9899998,304.85999
R80711,1/15/2017 7:00,257.59,12.3,65.5,66.160004,59.439999,58.34,26.209999,-0.68000001,5.3200002,297.41
R80711,1/15/2017 7:20,203.42,11.64,63.119999,65.360001,58.02,52.240002,24.809999,-0.69999999,5.1199999,288.88
R80711,1/15/2017 7:30,234.67,12.1,61.889999,64.540001,57.09,51.860001,24.24,-0.69999999,5.3200002,300.45001
R80711,1/15/2017 7:50,222.17999,11.93,58.790001,61.549999,55.189999,51.330002,23.6,-0.61000001,5.27,289.04999
R80711,1/15/2017 8:00,220.41,11.77,61.689999,63.07,56.119999,55.040001,25.469999,-0.50999999,5.02,290.64001
R80711,1/15/2017 8:10,208.63,11.72,63.459999,64.660004,56.869999,55.889999,26.52,-0.41,5.0100002,293.97
R80711,1/15/2017 8:20,182.47,11.33,63.639999,64.589996,57.18,56.25,19.49,-0.36000001,4.9699998,293.79001
R80711,1/15/2017 8:30,258.23001,12.31,63.560001,65.099998,57.380001,56.240002,10.94,-0.43000001,5.3899999,293.10999
R80711,1/15/2017 8:50,261.97,12.48,64.669998,66.339996,57.900002,56.73,16.42,-0.40000001,5.5,303.64001
R80711,1/15/2017 9:00,204.00999,11.66,64.589996,65.769997,58.029999,56.990002,19.889999,-0.30000001,5.25,304.17999
R80711,1/15/2017 9:10,167.66,11.07,64.050003,64.800003,57.990002,57.0,21.51,-0.11,5.0900002,307.32999
R80711,1/15/2017 9:20,178.49001,11.21,64.080002,64.82,58.110001,57.099998,22.639999,0.22,5.25,314.12
R80711,1/15/2017 9:30,228.45,11.97,64.529999,65.540001,58.380001,57.27,23.459999,0.49000001,5.4499998,308.67001
R80711,1/15/2017 9:40,159.12,10.9,64.300003,64.949997,58.41,57.290001,23.92,0.85000002,4.96,319.09
R80711,1/15/2017 9:50,131.69,10.5,63.59,63.91,58.220001,57.060001,24.4,0.91000003,4.6199999,306.04001
R80711,1/15/2017 10:00,135.78999,10.58,63.400002,63.740002,58.189999,57.099998,24.83,0.91000003,4.7399998,313.98999
R80711,1/15/2017 10:10,105.92,9.96,63.330002,63.540001,58.150002,57.040001,25.27,0.94,4.48,312.10001
R80711,1/15/2017 10:20,45.919998,9.2799997,62.439999,62.200001,57.939999,56.830002,25.35,1.22,4.0100002,310.17999
R80711,1/15/2017 10:30,54.029999,9.3199997,61.529999,61.110001,57.740002,56.759998,18.459999,1.22,4.1700001,305.60001
R80711,1/15/2017 10:40,123.04,10.29,61.400002,61.700001,57.669998,56.529999,11.12,1.1900001,5.0100002,299.51001
R80711,1/15/2017 10:50,124.09,10.29,61.540001,62.639999,57.549999,56.389999,9.1499996,1.17,5.0100002,300.26999
R80711,1/15/2017 11:00,163.88,11.0,61.869999,63.220001,57.490002,56.009998,13.73,1.3099999,4.98,305.89999
R80711,1/15/2017 11:10,107.45,9.9899998,61.919998,62.529999,57.369999,55.860001,18.41,1.14,4.7399998,300.87
R80711,1/15/2017 11:20,115.53,10.14,61.709999,61.830002,57.220001,55.790001,20.42,1.39,4.9699998,299.01001
R80711,1/15/2017 11:30,41.830002,9.3299999,61.150002,61.130001,57.080002,55.709999,21.540001,1.8200001,4.1100001,299.06
R80711,1/15/2017 11:40,15.14,9.2299995,59.919998,59.200001,56.73,55.41,22.02,2.0799999,4.1300001,290.07999
R80711,1/15/2017 11:50,79.730003,9.6300001,60.290001,59.599998,56.689999,55.389999,22.700001,1.61,4.4200001,272.16
R80711,1/15/2017 12:00,54.950001,9.2799997,60.439999,60.009998,56.630001,55.34,23.25,1.88,4.1100001,281.37
R80711,1/15/2017 12:20,52.669998,9.3299999,59.91,59.099998,56.389999,55.060001,23.77,1.98,4.0900002,276.01001
R80711,1/15/2017 13:00,49.59,9.3100004,56.669998,56.84,54.790001,53.240002,8.5299997,1.08,4.1199999,275.01001
R80711,1/15/2017 13:10,100.66,9.8900003,58.09,58.029999,54.82,53.09,14.8,1.3,4.6799998,281.17999
R80711,1/15/2017 13:20,56.490002,9.4399996,58.82,58.700001,54.880001,53.169998,17.790001,1.4299999,4.27,303.34
R80711,1/15/2017 13:40,33.599998,9.2299995,57.849998,56.630001,54.610001,52.77,20.059999,1.4299999,4.1799998,240.61
R80711,1/15/2017 14:30,62.66,9.5600004,54.0,53.759998,52.84,52.09,23.16,1.13,4.1500001,250.99001
R80711,1/15/2017 14:50,48.91,9.3400002,57.009998,56.060001,53.200001,52.529999,22.85,1.0599999,4.0300002,248.31
R80711,1/15/2017 15:00,82.209999,9.7799997,57.509998,56.349998,53.240002,52.540001,23.049999,0.88,4.5100002,244.59
R80711,1/15/2017 15:10,56.25,9.3900003,58.200001,57.369999,53.360001,52.689999,23.370001,0.83999997,4.0900002,247.53
R80711,1/15/2017 15:20,57.970001,9.25,58.029999,56.91,53.32,52.689999,23.48,0.76999998,4.25,245.22
